catalog_number,scan_name,provisional_id,layer_in_batch,scan_folder,trip_folder,element,side,site,scan_voxelsize_mm,scanned,true_voxelsize_mm,raw_ply,fill_ply,crop_ply,checked,notes,last_mod,scan_metadata,processor,mod_by,morphosource_tiff,morphosource_surface,morphosource_checked,morphosource_media,citation,"Folder Struct Check[0,1]"
UF333020,CAB14-1722,plagioctenoides,2,NV13 nF Dia,UF_NRF,M2/,R,v06061,0.00540941,Y,0.00540941,BROKEN,:(,:(,:(,"is actually M1/, metacone broken off",11/27/16,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0820,cf_colpocherus,2,NV13 nF Dia,UF_NRF,P/4,L,v06061,0.00540941,Y,0.00540941,X,X,X,X,initially mislabelled CAB15-1279,4/11/17,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1047,macrocranion,2,NV13 nF Dia,UF_NRF,M1/,R,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,11/27/16,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1279,plagioctenoides,2,NV13 nF Dia,UF_NRF,P/4,L,v06061,0.00540941,Y,0.00540941,X, ,X,X,"initially mislabelled CAB15-0820;  label said P4/, is actually P/4; paraconid broken",11/27/16,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1323,macrocranion,2,NV13 nF Dia,UF_NRF,M/1,L,v06061,0.00540941,Y,0.00540941,X,X,X,X,not macrocranion; compare with cf. talpavoides sp.,2/8/17,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295644,UF295644,ectypodus,2,NV13 nF Dia,UF_NRF,M/2,L,v12029,0.00540941,Y,0.00540941, , , , , ,,NV13 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF329170,CAB12-1794,cf_colpocherus,3,NV13 nF Dia,UF_NRF,M/3,R,v11018,0.00540941,Y,0.00540941,X,X,X,X,too small for colpocherus.,1/3/17,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333505,CAB14-2207,plagioctenoides,3,NV13 nF Dia,UF_NRF,dentary M/1,L,v14047,0.00540941,Y,0.00540941,X,BROKEN,BROKEN,BROKEN,"This is a broken M/1, P/4 talonid is anterior.",10/3/17,NV13 nF Dia,MTC, ,FALSE,FALSE,FALSE,, ,
UF333664,CAB14-2366,plagioctenoides,3,NV13 nF Dia,UF_NRF,M1/,L,v14047,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV13 nF Dia,MTC, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1022,cf_colpocherus,3,NV13 nF Dia,UF_NRF,P/4,L,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,4/14/17,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1322,macrocranion,3,NV13 nF Dia,UF_NRF,MX/,R,v06061,0.00540941,Y,0.00540941,X, , , ,initially mislabelled CAB15-0621; catalog entry needs correcting; chips out of buccal edge. Being picky.,,NV13 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF295642,UF295642,ectypodus,3,NV13 nF Dia,UF_NRF,M/2,L,v12029,0.00540941,Y,0.00540941, , , , , ,,NV13 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF329237,CAB12-1863,plagioctenoides,4,NV13 nF Dia,UF_NRF,M1/ OR M2/,L,v07055,0.00540941,Y,0.00540941,X, , , ,initially mislabelled CAB15-0621,1/1/17,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF331297,CAB13-1930,macrocranion,4,NV13 nF Dia,UF_NRF,P/4,L,v12015,0.00540941,Y,0.00540941,X,X,X,X, ,11/26/16,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0533,plagioctenoides,4,NV13 nF Dia,UF_NRF,P/4,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,10/3/17,NV13 nF Dia,MTC, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0621,leptacodon,4,NV13 nF Dia,UF_NRF,M1/,R,v14047,0.00540941,Y,0.00540941,X, , , ,initially mislabelled CAB12-1863; posterior edge broken off. Usable?,1/1/17,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,SC15-0440,cf_leipsanolestes,4,NV13 nF Dia,UF_NRF,M/2,L,wy15059,0.00540941,Y,0.00540941,X,BROKEN,:(,:(,large chunks missing; talpavoides?,2/12/17,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295643,UF295643,ectypodus,4,NV13 nF Dia,UF_NRF,M/2,L,v12029,0.00540941,Y,0.00540941, , , , , ,,NV13 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF333663,CAB14-2365,plagioctenoides,5,NV13 nF Dia,UF_NRF,M1/,L,v14047,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV13 nF Dia,MTC, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0405,macrocranion,5,NV13 nF Dia,UF_NRF,dentary P/4,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,11/29/16,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0709,plagioctenoides,5,NV13 nF Dia,UF_NRF,M2/,R,v07055,0.00540941,Y,0.00540941,BROKEN,:(,:(,:(,buccal edge broken off,12/7/16,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0980,plagioctenoides,5,NV13 nF Dia,UF_NRF,P/4,R,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,10/3/17,NV13 nF Dia,MTC, ,FALSE,FALSE,FALSE,, ,
 ,SC15-0439,talpavoides,5,NV13 nF Dia,UF_NRF,M/1,R,wy15059,0.00540941,Y,0.00540941,X,X,X,X,"nope, not Leipsanolestes",7/4/17,NV13 nF Dia,NSV,NSV,FALSE,FALSE,FALSE,, ,
UF295640,UF295640,ectypodus,5,NV13 nF Dia,UF_NRF,M/2,L,v12029,0.00540941,Y,0.00540941, , , , , ,,NV13 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF332059,CAB14-0713,plagioctenoides,6,NV13 nF Dia,UF_NRF,dentary P/4,R,v14047,0.00540941,Y,0.00540941,X,:(,:(,:(,heavily worn,10/9/17,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333021,CAB14-1723,plagioctenoides,6,NV13 nF Dia,UF_NRF,M2/,L,v06061,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV13 nF Dia,MTC, ,FALSE,FALSE,FALSE,, ,
UF448574,CAB15-0494,talpavoides,6,NV13 nF Dia,UF_NRF,M/1,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,7/4/17,NV13 nF Dia,NSV,NSV,TRUE,TRUE,FALSE,M41197, ,
 ,CAB15-0503,macrocranion,6,NV13 nF Dia,UF_NRF,P/4,L,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,4/14/17,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1042,macrocranion,6,NV13 nF Dia,UF_NRF,M2/,L,v06061,0.00540941,Y,0.00540941,X, , , ,crummy enamel.Being picky,1/1/17,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295657,UF295657,ectypodus,6,NV13 nF Dia,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV13 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF330929,CAB13-1561,plagioctenoides,1,NV14 nF Diam,UF_NRF,MX/,L,v06061,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV14 nF Diam,MTC, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0499,macrocranion,1,NV14 nF Diam,UF_NRF,M2/,L,v14047,0.00540941,Y,0.00540941,X, , , ,crummy enamel,12/6/16,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0504,macrocranion,1,NV14 nF Diam,UF_NRF,P/4,L,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,4/14/17,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0542,plagioctenoides,1,NV14 nF Diam,UF_NRF,M/1,L,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,2/12/17,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0983,plagioctenoides,1,NV14 nF Diam,UF_NRF,P/4,R,v06061,0.00540941,Y,0.00540941,X,X`,X,X,Stuck to another object.,10/5/17,NV14 nF Diam,MTC, ,FALSE,FALSE,FALSE,, ,
UF295649,UF295649,ectypodus,1,NV14 nF Diam,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV14 nF Diam, , ,FALSE,FALSE,FALSE,, ,
UF330964,CAB13-1596,leptacodon,2,NV14 nF Diam,UF_NRF,M1/,L,v06061,0.00540941,Y,0.00540941,X, , , ,crummy enamel. Being picky; raw surface lost; may have been original mislabelled CAB13-1586,1/1/17,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
UF331324,CAB13-1957,plagioctenoides,2,NV14 nF Diam,UF_NRF,M2/,R,v12016,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV14 nF Diam,MTC, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0505,macrocranion,2,NV14 nF Diam,UF_NRF,P/4,L,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,4/14/17,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0544,leptacodon,2,NV14 nF Diam,UF_NRF,M/3,L,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,1/26/17,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1286,plagioctenoides,2,NV14 nF Diam,UF_NRF,P/4,L,v06061,0.00540941,Y,0.00540941,X,X,X,X,slightly damaged.,10/3/17,NV14 nF Diam,MTC, ,FALSE,FALSE,FALSE,, ,
UF295647,UF295647,ectypodus,2,NV14 nF Diam,UF_NRF,M/2,L,v12029,0.00540941,Y,0.00540941, , , , , ,,NV14 nF Diam, , ,FALSE,FALSE,FALSE,, ,
UF332915,CAB14-1617,plagioctenoides,3,NV14 nF Diam,UF_NRF,M2/,R,v06061,0.00540941,Y,0.00540941,X, , , ,may have been originally mislabelled CAB14-0617,12/10/17,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0545,talpavoides,3,NV14 nF Diam,UF_NRF,M/1,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,7/4/17,NV14 nF Diam,NSV,NSV,FALSE,FALSE,FALSE,, ,
 ,CAB15-0593,macrocranion,3,NV14 nF Diam,UF_NRF,M2/,L,v14047,0.00540941,Y,0.00540941,BAD SCAN,:(,:(,:(,"shift in slices here too? (x+5, y+29, 297+); but slices are still missing",12/6/16,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0605,macrocranion,3,NV14 nF Diam,UF_NRF,P/4,L,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,4/14/17,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,SC14-0438,ectypodus,3,NV14 nF Diam,UF_NRF,M/1,L,WY15056,0.00540941,Y,0.00540941, , , , , ,,NV14 nF Diam, , ,FALSE,FALSE,FALSE,, ,
UF295656,UF295656,ectypodus,3,NV14 nF Diam,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV14 nF Diam, , ,FALSE,FALSE,FALSE,, ,
UF332177,CAB14-0877,plagioctenoides,4,NV14 nF Diam,UF_NRF,M1/,L,v08179,0.00540941,Y,0.00540941,X,X,X,X, ,1/26/17,NV14 nF Diam,EDH, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0607,macrocranion,4,NV14 nF Diam,UF_NRF,P/4,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,1/26/17,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0620,cf_leptacodon,4,NV14 nF Diam,UF_NRF,M2/,R,v14047,0.00540941,Y,0.00540941,X,X,X,X,small weirdo,5/29/17,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0622,eulipotyphla,4,NV14 nF Diam,UF_NRF,M/3,L,v14047,0.00540941,Y,0.00540941,X,X,X,X,initially mislabelled UF283645,1/27/17,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,SC15-0434,ectypodus,4,NV14 nF Diam,UF_NRF,dentary M/1,L,wy15059,0.00540941,Y,0.00540941,X, , , ,initially mislabelled CAB15-0622,1/26/17,NV14 nF Diam, , ,FALSE,FALSE,FALSE,, ,
UF283645,UF283645,ectypodus,4,NV14 nF Diam,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941,X, , , ,initially mislabelled CAB15-0622_m_x_ect_m_1,1/26/17,NV14 nF Diam, , ,FALSE,FALSE,FALSE,, ,
UF330438,CAB13-1068,plagioctenoides,5,NV14 nF Diam,UF_NRF,M3/,R,v08179,0.00540941,Y,0.00540941,X,X,X,X, ,12/10/17,NV14 nF Diam,EDH, ,FALSE,FALSE,FALSE,, ,
UF332464,CAB14-1166,ectypodus,5,NV14 nF Diam,UF_NRF,M/1,R,v06061,0.00540941,Y,0.00540941,x,x,x,:(,very worn down,1/1/17,NV14 nF Diam,SHH, ,FALSE,FALSE,FALSE,, ,
UF333018,CAB14-1720,plagioctenodon,5,NV14 nF Diam,UF_NRF,M3/,L,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,12/6/16,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0500,plagioctenodon,5,NV14 nF Diam,UF_NRF,M1/,L,v14047,0.00540941,Y,0.00540941,BAD SCAN,:(,:(,:(,missing slices,12/6/16,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0632,macrocranion,5,NV14 nF Diam,UF_NRF,dP/4,L,v14047,0.00540941,Y,0.00540941,X, , , ,originally misID'd as wyonycteris M/X,2/12/17,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
UF283531,UF283531,ectypodus,5,NV14 nF Diam,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV14 nF Diam, , ,FALSE,FALSE,FALSE,, ,
UF329367,CAB12-1993,macrocranion,6,NV14 nF Diam,UF_NRF,M3/,L,v08179,0.00540941,Y,0.00540941,X,:(,:(,:(,rough enamel,5/29/17,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
UF331471,CAB14-0129,macrocranion,6,NV14 nF Diam,UF_NRF,M1/,L,v06061,0.00540941,Y,0.00540941,X, , , ,chip out of anterior edge.Being picky,1/1/17,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
UF333666,CAB14-2368,plagioctenoides,6,NV14 nF Diam,UF_NRF,M2/,R,v14047,0.00540941,Y,0.00540941,X, , , ,folders contain files of CAB13-1068,11/14/17,NV14 nF Diam,MTC, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0623,naranius,6,NV14 nF Diam,UF_NRF,M/1,L,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,2/12/17,NV14 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0896,ectypodus,6,NV14 nF Diam,UF_NRF,M/1,L,v06061,0.00540941,Y,0.00540941, , ,x,x,"good quality, some lateral chip?; other files lost in hard drive crash",1/1/17,NV14 nF Diam,SHH, ,FALSE,FALSE,FALSE,, ,
UF283637,UF283637,ectypodus,6,NV14 nF Diam,UF_NRF,M/2,L,v12029,0.00540941,Y,0.00540941, , , , , ,,NV14 nF Diam, , ,FALSE,FALSE,FALSE,, ,
UF328846,CAB12-1466,cf_leptacodon,1,NV15 nF Dia,UF_NRF,M2/,L,v08080,0.00540941,Y,0.00540941,BROKEN,:(,:(,:(,"check ""cf. leptacodon sp. 2"" from rose et al., 2012",11/16/16,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF330946,CAB13-1578,macrocranion,1,NV15 nF Dia,UF_NRF,M3/,L,v06061,0.00540941,Y,0.00540941,X,:(,:(,:(,rough enamel; being picky,11/16/16,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333540,CAB14-2242,plagioctenoides,1,NV15 nF Dia,UF_NRF,M2/,L,v14047,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV15 nF Dia,MTC, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0625,leptacodon,1,NV15 nF Dia,UF_NRF,M/X,L,v14047,0.00540941,Y,0.00540941,X, , , ,crummy scan. What happened here?,2/12/17,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0894,ectypodus,1,NV15 nF Dia,UF_NRF,M/1,R,v06061,0.00540941,Y,0.00540941,BAD SCAN,:(,:(,:(,bad scan,12/6/16,NV15 nF Dia,SHH, ,FALSE,FALSE,FALSE,, ,
UF283641,UF283641,ectypodus,1,NV15 nF Dia,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV15 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF328736,CAB12-1356,leptacodon,2,NV15 nF Dia,UF_NRF,M1/,R,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,11/16/16,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333544,CAB14-2246,plagioctenoides,2,NV15 nF Dia,UF_NRF,M1/,R,v14047,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV15 nF Dia,MTC, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0630,leptacodon,2,NV15 nF Dia,UF_NRF,M/3,R,v14047,0.00540941,Y,0.00540941,BAD SCAN,BAD SCAN,BAD SCAN,BAD SCAN,crappy scan; watch this one,1/27/17,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0706,ectypodus,2,NV15 nF Dia,UF_NRF,M/1,L,v07055,0.00540941,Y,0.00540941, , , , ,good quality,,NV15 nF Dia, , ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1003,eulipotyphla,2,NV15 nF Dia,UF_NRF,M3/,R,v06061,0.00540941,Y,0.00540941,BAD SCAN,:(,:(,:(,scan not accurate enough -- not aligned,11/16/16,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF283633,UF283633,ectypodus,2,NV15 nF Dia,UF_NRF,M/2,L,v12029,0.00540941,Y,0.00540941, , , , , ,,NV15 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF328892,CAB12-1513,macrocranion,3,NV15 nF Dia,UF_NRF,M3/,R,v12015,0.00540941,Y,0.00540941,BROKEN,:(,:(,:(,"specimen might be labelled 11-1513, is actually 12-1513; margins a bit broken and scan is low quality. Skipped.",11/15/16,NV15 nF Dia,NSV,NSV,FALSE,FALSE,FALSE,, ,
UF331104,CAB13-1737,macrocranion,3,NV15 nF Dia,UF_NRF,M2/,R,v06055,0.00540941,Y,0.00540941,X, , , ,rough surface. Skipped,11/16/16,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333510,CAB14-2212,plagioctenoides,3,NV15 nF Dia,UF_NRF,M1/,R,v14047,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV15 nF Dia,MTC, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0719,leptacodon_donkroni,3,NV15 nF Dia,UF_NRF,dentary M/1,R,v07055,0.00540941,Y,0.00540941,X,X,X,X, ,11/15/16,NV15 nF Dia,NSV,NSV,FALSE,FALSE,FALSE,, ,
UF283640,UF283640,ectypodus,3,NV15 nF Dia,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV15 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF332678,CAB14-1380,macrocranion,4,NV15 nF Dia,UF_NRF,M3/,R,v06061,0.00540941,Y,0.00540941,X,:(,:(,:(,"originally mislabelled CAB12-1993; rough surface, with chip out of lower margine of protocone",11/15/16,NV15 nF Dia,NSV,NSV,FALSE,FALSE,FALSE,, ,
 ,CAB15-0641,plagioctenoides,4,NV15 nF Dia,UF_NRF,M1/,L,v14047,0.00540941,Y,0.00540941,X, , , ,initially mislabelled UF283401,1/1/17,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF434082,CAB15-0720,talpavoides,4,NV15 nF Dia,UF_NRF,M/2,L,v07055,0.00540941,Y,0.00540941,X,X,X,X,originally mislabelled CAB15-0623,7/4/17,NV15 nF Dia,NSV,NSV,TRUE,TRUE,FALSE,M41166, ,
 ,CAB15-1210,ectypodus,4,NV15 nF Dia,UF_NRF,M/1,R,v06061,0.00540941,Y,0.00540941, , , , ,"***** cannot find!, excellent quality",,NV15 nF Dia,SHH, ,FALSE,FALSE,FALSE,, ,
UF283401,UF283401,leptacodon,4,NV15 nF Dia,UF_NRF,MX/,R,v12029,0.00540941,Y,0.00540941,X,X,X,X,initially mislabelled CAB15-0641,11/15/16,NV15 nF Dia,NSV,NSV,FALSE,FALSE,FALSE,, ,
UF283643,UF283643,ectypodus,4,NV15 nF Dia,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV15 nF Dia, , ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0645,eulipotyphla,5,NV15 nF Dia,UF_NRF,M1/,L,v14047,0.00540941,Y,0.00540941,X,X,X,X,originaly mislabelled UF284331,11/20/16,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0977,eulipotyphla,5,NV15 nF Dia,UF_NRF,M/X,R,v06061,0.00540941,Y,0.00540941,X,BROKEN,:(,:(,"metaconid broken; This is not CAB15-0997; is it possible that it's CAB15-0997, which should be a L M/2 of Leptacodon donkroni?",2/12/17,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1532,ectypodus,5,NV15 nF Dia,UF_NRF,M/2,L,v08179,0.00540941,Y,0.00540941, , , , , ,,NV15 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF283403,UF283403,leptacodon,5,NV15 nF Dia,UF_NRF,M3/,R,v12029,0.00540941,Y,0.00540941,X,X,X,X, ,11/15/16,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF283638,UF283638,ectypodus,5,NV15 nF Dia,UF_NRF,M/2,L,v12029,0.00540941,Y,0.00540941, , , , , ,,NV15 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF284331,UF284331,plagioctenoides,5,NV15 nF Dia,UF_NRF,M1/,L,v12029,0.00540941,Y,0.00540941,X, , , ,Originally mislabelled CAB15-0645 [itself originally mislabelled 14-0645],11/10/16,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333537,CAB14-2239,naranius_americanus,6,NV15 nF Dia,UF_NRF,M/X,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,11/15/16,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0536,plagioctenoides,6,NV15 nF Dia,UF_NRF,M1/,R,v14047,0.00540941,Y,0.00540941,X, , , ,initially mixed with UF283402,1/1/17,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1211,ectypodus,6,NV15 nF Dia,UF_NRF,M/1,R,v06061,0.00540941,Y,0.00540941,x,x,x,x,good quality,1/1/17,NV15 nF Dia,SHH, ,FALSE,FALSE,FALSE,, ,
UF283402,UF283402,leptacodon,6,NV15 nF Dia,UF_NRF,MX/,R,v12029,0.00540941,Y,0.00540941,X,X,X,X,initially mixed with UF296292,11/10/16,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF283642,UF283642,ectypodus,6,NV15 nF Dia,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV15 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF296292,UF296292,macrocranion,6,NV15 nF Dia,UF_NRF,M3/,L,v12029,0.00540941,Y,0.00540941,X,X,X,X,"initially mixed up with  CAB15-0536, correct specimen initially called UF283402; enamel still there",11/10/16,NV15 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333538,CAB14-2240,leptacodon_donkroni,1,NV16 nF Diam,UF_NRF,M/2,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,11/27/16,NV16 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0537,plagioctenoides,1,NV16 nF Diam,UF_NRF,M2/,L,v14047,0.00540941,Y,0.00540941,X, , , ,anterior edge broken; initially mislabelled CAB15-101,1/1/17,NV16 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1016,cf_colpocherus,1,NV16 nF Diam,UF_NRF,M3/,L,v06061,0.00540941,Y,0.00540941,X,X,X,X,initially mislabelled UF283397,12/6/16,NV16 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1409,ectypodus,1,NV16 nF Diam,UF_NRF,M/1,L,v06061,0.00540941,Y,0.00540941,x,x,x,x, ,1/1/17,NV16 nF Diam,SHH, ,FALSE,FALSE,FALSE,, ,
UF283397,UF283397,leptacodon,1,NV16 nF Diam,UF_NRF,M2/,L,v12029,0.00540941,Y,0.00540941,BROKEN,:(,:(,:(,…? Initially mislabelled CAB15-1016? Specimen is really a R M2/ of a nyctitheriid?,11/27/16,NV16 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
UF283639,UF283639,ectypodus,1,NV16 nF Diam,UF_NRF,M/2, ,v12029,0.00540941,Y,0.00540941, , , , , ,,NV16 nF Diam, , ,FALSE,FALSE,FALSE,, ,
UF333654,CAB14-2356,leptacodon_donkroni,2,NV16 nF Diam,UF_NRF,M/2,R,v14047,0.00540941,Y,0.00540941,X,X,X,X,chippy; originally mislabelled CAB14-2346,1/27/17,NV16 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
UF332284,CAB15-0984,plagioctenoides,2,NV16 nF Diam,UF_NRF,MX/,L,v06061,0.00540941,Y,0.00540941,X, , , ,initially mislabelled CAB14-2022; original typed specimen records also called this specimen 14-0984 should be 15-0984 but this is the wrong specimen,12/10/17,NV16 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1036,macrocranion,2,NV16 nF Diam,UF_NRF,M1/,L,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,12/6/16,NV16 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1214,ectypodus,2,NV16 nF Diam,UF_NRF,M/1,L,v06061,0.00540941,Y,0.00540941,X,X,X,X,some wear,1/1/17,NV16 nF Diam,SHH, ,FALSE,FALSE,FALSE,, ,
UF283635,UF283635,ectypodus,2,NV16 nF Diam,UF_NRF,M/2,L,v12029,0.00540941,Y,0.00540941,X, , , ,worn,1/27/17,NV16 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
UF331292,CAB13-1925,macrocranion,3,NV16 nF Diam,UF_NRF,M3/,R,v12015,0.00540941,Y,0.00540941,X,X,X,X, ,12/6/16,NV16 nF Diam,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0988,plagioctenoides,3,NV16 nF Diam,UF_NRF,M1/,R,v06061,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV16 nF Diam,MTC, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1213,ectypodus,3,NV16 nF Diam,UF_NRF,M/1,L,v06061,0.00540941,Y,0.00540941,x,x,x,x, ,1/1/17,NV16 nF Diam,SHH, ,FALSE,FALSE,FALSE,, ,
